lat,long,nombre_act,nom_estab,raz_social,per_ocu,tipo_vial,nom_vial,edificio,edificio_e,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,AGEB_int,geohash5km,tipoUniEco,fecha_alta
25.66472883,-100.2657564,Restaurantes con servicio de preparación de tacos y tortas,TACOS YMENUDO DOÑA MARY,,0 a 5 personas,AVENIDA,CHAPULTEPEC,,,COLONIA,LA  HERRADURA,,,,67140,19,NuevoLeon,26,Guadalupe,1,Guadalupe                                                                                                     ,1527,2,1.90E+12,9u8dn,Fijo,2010-07
25.73823354,-100.2906534,Restaurantes con servicio de preparación de antojitos,ANTOJITOS CARMELITA,,0 a 5 personas,CALLE,OJO DE AGUA,,,COLONIA,VILLA LAS PUENTES,,,,66460,19,NuevoLeon,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,1657,35,1.90E+12,9u8dm,Fijo,2019-11
25.28117844,-100.0229237,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,SOLO CARNES DE CALIDAD,,0 a 5 personas,CALLE,JOSE MARIA MORELOS,,,COLONIA,SECCION CENTRO,,,,67350,19,NuevoLeon,4,Allende,1,Ciudad de Allende                                                                                             ,024A,27,190040001024A,9u2zg,Fijo,2014-12
25.7178526,-100.3848815,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",BURGUER BRANCH,,0 a 5 personas,AVENIDA,PASEO DE LOS LEONES,,,COLONIA,CUMBRES 4 SECTOR,,,,64610,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,356A,5,190390001356A,9u8d7,Fijo,2010-07
25.77918375,-100.2755216,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,STAGE,STAGE SA DE CV,6 a 10 personas,AVENIDA,BENITO JUAREZ,,,COLONIA,QUINTAS DE ANAHUAC,,,,66059,19,NuevoLeon,21,General Escobedo,1,Ciudad General Escobedo                                                                                       ,1802,41,1.90E+12,9u8dw,Fijo,2019-11
25.6575051,-100.2619856,Restaurantes con servicio de preparación de tacos y tortas,TORTAS LAS ENDIABLADAS,,11 a 30 personas,AVENIDA,PASEO DE LAS AMERICAS,,,COLONIA,VALLE DE CONTRY,,,,67140,19,NuevoLeon,26,Guadalupe,1,Guadalupe                                                                                                     ,1160,13,1.90E+12,9u89y,Fijo,2019-11
24.86055429,-99.5686135,"Bares, cantinas y similares",RESTAURANT BAR VALENTINOS,,0 a 5 personas,CALLE,FRANCISCO I. MADERO,,,COLONIA,LINARES CENTRO,,,,67700,19,NuevoLeon,33,Linares,1,Linares                                                                                                       ,580,31,1.90E+12,9u3jq,Fijo,2010-07
26.50584459,-100.2059521,Restaurantes con servicio de preparación de antojitos,TACOS Y TOSTADAS TIP0 SIBERIA,,0 a 5 personas,AVENIDA,LUIS T. MIRELES,,,COLONIA,HACIENDA LOS MORALE3S,,,,65257,19,NuevoLeon,44,Sabinas Hidalgo,1,Ciudad Sabinas Hidalgo                                                                                        ,032A,1,190440001032A,9u8wz,Semifijo,2019-11
25.66515695,-100.3470574,Restaurantes con servicio de preparación de tacos y tortas,PUESTO DE TACOS PEPE,,0 a 5 personas,CALLE,LOMA GRANDE,,,COLONIA,LOS DOCTORES,,,,64710,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,1845,6,1.90E+12,9u8dh,Semifijo,2019-11
25.84688647,-100.3862038,Restaurantes con servicio de preparación de tacos y tortas,TACOS Y TOSTADAS ESTILO SIBERIA SIN NOMBRE,,0 a 5 personas,CALLE,ARTICULO 5,,,COLONIA,ALIANZA REAL,,,,66050,19,NuevoLeon,21,General Escobedo,1,Ciudad General Escobedo                                                                                       ,1588,7,1.90E+12,9u8e5,Semifijo,2019-11
25.63418866,-100.2722664,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,VANCOUVER WINGS,PROMOTORES Y SUMINISTROS SA DE CV,6 a 10 personas,AVENIDA,REVOLUCION,CENTRO Y PLAZA COMERCIAL,PLANTA BAJA,COLONIA,CONTRY LA SILLA,CENTRO Y PLAZA COMERCIAL,PLAZA REVOLUCION,2,64680,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,2218,28,1.90E+12,9u89y,Fijo,2019-11
25.81902066,-100.4012662,Restaurantes con servicio de preparación de antojitos,PUESTO DE GORDITAS Y TACOS DE HARINA,,0 a 5 personas,CALLEJON,SAN PEDRO,,,COLONIA,PRADERAS DE SAN FRANCISCO,,,,66085,19,NuevoLeon,21,General Escobedo,153,Praderas de San Francisco                                                                                     ,81,20,1.90E+12,9u8dg,Fijo,2019-11
25.64346918,-100.2748644,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",GREEN SHAKE,,0 a 5 personas,AVENIDA,ALFONSO REYES,,,COLONIA,COTRY EL TESORO,,,,64850,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,2114,38,1.90E+12,9u89y,Fijo,2019-11
25.61251096,-100.2713241,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",LA TIENDITA ESCOLAR,,0 a 5 personas,AVENIDA,EUGENIO GARZA SADA,,,COLONIA,MEDEROS,,,,64950,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,3767,5,1.90E+12,9u89w,Fijo,2019-11
25.6932281,-100.4272646,Restaurantes con servicio de preparación de tacos y tortas,TAQUERIA SIN NOMBRE,,0 a 5 personas,CALLE,LOS NOGALES,,,COLONIA,PRADOS DE SAN JORGE,,,,66129,19,NuevoLeon,48,Santa Catarina,1,Ciudad Santa Catarina                                                                                         ,1312,39,1.90E+12,9u8d4,Semifijo,2019-11
25.68706096,-100.4437538,Restaurantes de autoservicio,EL PILLO,,6 a 10 personas,AVENIDA,PERIMETRAL ORIENTE,,,CONJUNTO HABITACIONAL,MARTIRES DE CANANEA,,,,66365,19,NuevoLeon,48,Santa Catarina,1,Ciudad Santa Catarina                                                                                         ,827,26,1.90E+12,9u8d4,Fijo,2019-11
25.76392047,-100.2483714,Servicios de preparación de otros alimentos para consumo inmediato,CLUB DE NUTRICION SIN NOMBRE,,0 a 5 personas,AVENIDA,AVENIDA CONSTITUCION,,,FRACCIONAMIENTO,FRESNOS IV,,,,66636,19,NuevoLeon,6,Apodaca,1,Ciudad Apodaca                                                                                                ,055A,33,190060001055A,9u8dw,Fijo,2019-11
25.78123217,-100.2961033,Restaurantes con servicio de preparación de antojitos,VENTA DE MENUDO SIN NOMBRE,,0 a 5 personas,CALLE,HERMENEGILDO GALEANA,,,COLONIA,16 DE SEPTIEMBRE,,,,66050,19,NuevoLeon,21,General Escobedo,1,Ciudad General Escobedo                                                                                       ,221,63,1.90E+12,9u8dt,Fijo,2014-12
25.66705562,-100.1751824,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",COOPERATIVA ESCOLAR,,0 a 5 personas,CALLE,CARRETERA A REYNOSA,,,COLONIA,CERRO AZUL,,,,67190,19,NuevoLeon,26,Guadalupe,1,Guadalupe                                                                                                     ,1480,7,1.90E+12,9u8f0,Fijo,2014-12
25.66870318,-100.3169987,Hoteles con otros servicios integrados,HOTEL TRAVOHOTEL MONTERREY,OPERADORA DE HOTELES TRAVOHOTEL MONTERREY S DE RL DE CV,31 a 50 personas,CALLE,FRAY SERVANDO TERESA DE MIER,,,COLONIA,CENTRO,,,,64000,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,1686,11,1.90E+12,9u8dj,Fijo,2010-07
25.75369434,-100.3559286,Restaurantes con servicio de preparación de tacos y tortas,VENTA DE TACOS SIN NOMBRE,,0 a 5 personas,CALLE,MANUEL BELGRANO,,,COLONIA,FRANCISCO VILLA,,,,64228,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,3396,4,1.90E+12,9u8ds,Semifijo,2019-11
25.75799128,-100.3541132,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",POLLOS ASADOS SIN NOMBRE,,0 a 5 personas,CALLE,LA ESPERANZA,,,COLONIA,ARTICULO 27 CONSTITUCIONAL,,,,64210,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,52,39,1.90E+12,9u8ds,Fijo,2019-11
25.73848588,-100.2747931,Restaurantes que preparan otro tipo de alimentos para llevar,MI SASON,,0 a 5 personas,CALLE,MONTE OLIMPO,,,COLONIA,LAS PUENTES SECTOR 12,,,,66460,19,NuevoLeon,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,1021,21,1.90E+12,9u8dq,Fijo,2019-11
25.71247053,-100.3400857,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,RESTAURANTE 7 MARES,,11 a 30 personas,AVENIDA,ALFONSO REYES,,,COLONIA,BERNARDO REYES,,,,64280,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,758,10,1.90E+12,9u8dk,Fijo,2010-07
27.22689557,-100.1403886,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",COMEDOR ESCOLAR ESCUELA 20 DE NOVIEMBRE,SECRETARIA DE EDUCACION PUBLICA ,0 a 5 personas,CALLE,BENITO JUAREZ,,,COLONIA,INDEPENDENCIA,,,,65040,19,NuevoLeon,5,Anáhuac,1,Anáhuac                                                                                                       ,482,9,1.90E+12,9ubfc,Fijo,2019-11
25.71826697,-100.2176708,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",SANTA CLARA PASEO LA FE SAN NICOLAS DE LOS GARZA,SANTA CLARA MERCANTIL DE PACHUCA S DE RL DE CV,0 a 5 personas,AVENIDA,Carretera Miguel Alemán,,,COLONIA,LA TALAVERNA,CENTRO Y PLAZA COMERCIAL,paseo la fe,,66473,19,NuevoLeon,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,790,1,1.90E+12,9u8dr,Fijo,2020-11
25.6443144,-100.0599408,Restaurantes con servicio de preparación de antojitos,TOSTADAS MARLENE,,0 a 5 personas,AVENIDA,PASEO DE SAN JUAN,,,FRACCIONAMIENTO,MIRADOR DE SAN ANTONIO,,,,67265,19,NuevoLeon,31,Juárez,1,Ciudad Benito Juárez                                                                                          ,1777,68,1.90E+12,9u8cg,Semifijo,2019-11
25.68098315,-100.2945719,"Centros nocturnos, discotecas y similares",SALON PEZINA,,0 a 5 personas,CALLE,JOSE MARIA ARTEAGA,EDIFICIO SIN NOMBRE,PISO 1,COLONIA,OBRERA,,,,64010,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,1582,38,1.90E+12,9u8dj,Fijo,2010-07
25.72335274,-100.2252013,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,RESTAURANTE MARCOS,,0 a 5 personas,AVENIDA,ROMULO GARZA,,,COLONIA,MIGUEL ALEMAN,,,,66470,19,NuevoLeon,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,786,2,1.90E+12,9u8dr,Fijo,2014-12
25.72526571,-100.2716032,Restaurantes con servicio de preparación de tacos y tortas,TACOS,,0 a 5 personas,CALLE,ROSAL,,,COLONIA,PASEO DEL NOGALAR FOME 11,,,,66480,19,NuevoLeon,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,120A,21,190460001120A,9u8dq,Fijo,2019-11
25.72088596,-100.343663,Restaurantes que preparan otro tipo de alimentos para llevar,COMIDAS NORMA,,0 a 5 personas,CALLE,SAN BERNABE,,,COLONIA,MORELOS,,,,64180,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,527,34,1.90E+12,9u8dk,Fijo,2010-07
25.78973055,-100.3319539,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",COOPERATIVA DE ESC PRIMARIA ROGELIO VILLARREAL GARZA,,0 a 5 personas,CALLE,CRISTOBAL COLON,,,FRACCIONAMIENTO,QUINTO CENTENARIO,,,,66072,19,NuevoLeon,21,General Escobedo,1,Ciudad General Escobedo                                                                                       ,700,12,1.90E+12,9u8ds,Semifijo,2010-07
25.75495974,-100.2945849,Restaurantes que preparan otro tipo de alimentos para llevar,COMIDAS CASERAS,,0 a 5 personas,CALLE,PORFIRIO DIAZ,,,COLONIA,SAN NICOLAS CENTRO,,,,66400,19,NuevoLeon,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,57,33,1.90E+12,9u8dt,Fijo,2010-07
25.648054,-100.33832,Restaurantes de autoservicio,MC DONALDS,RESTAURANTES ADMX S DE RL DE CV,11 a 30 personas,AVENIDA,BATALLÓN SAN PATRICIO,,,COLONIA,SAN AGUSTÍN,,,,64998,19,NuevoLeon,19,San Pedro Garza García,1,San Pedro Garza García                                                                                        ,399,23,1.90E+12,9u89u,Fijo,2014-12
25.68527115,-100.4355231,Restaurantes con servicio de preparación de tacos y tortas,TACOS CHEPO,TACOS CHEPO ,0 a 5 personas,CALLE,SAN JAVIER,,,COLONIA,SAN HUMBERTO,,,,66120,19,NuevoLeon,48,Santa Catarina,1,Ciudad Santa Catarina                                                                                         ,390,22,1.90E+12,9u8d4,Fijo,2014-12
25.70829754,-100.1512301,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,LA SIBER REGIA,LA SIBER REGIA ,0 a 5 personas,CALLE,ORQUIDEA,,,FRACCIONAMIENTO,HACIENDA LAS MARGARITAS,,,,66647,19,NuevoLeon,6,Apodaca,1,Ciudad Apodaca                                                                                                ,1914,29,1.90E+12,9u8f3,Fijo,2020-11
25.70630789,-100.347085,Restaurantes con servicio de preparación de pescados y mariscos,RESTAURANT PESCADERIAS MARTINEZ TIJERINA,PRAMEXI SA DE CV,11 a 30 personas,CALLE,LAREDO,,,COLONIA,MITRAS NORTE,,,,64320,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,739,17,1.90E+12,9u8dh,Fijo,2019-04
25.64547552,-100.1696875,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,CARNITAS SAN JOSE,,6 a 10 personas,AVENIDA,COAHUILA,,,COLONIA,SCT,,,,67199,19,NuevoLeon,26,Guadalupe,1,Guadalupe                                                                                                     ,2544,39,1.90E+12,9u8cb,Fijo,2019-11
25.62754085,-100.1567075,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",COOPERATIVA ESCUELA JUATO SIERRA TM,,0 a 5 personas,CALLE,PUERTO VALLARTA,,,COLONIA,MONTE KRISTAL 4 SECTOR,,,,67280,19,NuevoLeon,31,Juárez,311,Monte Kristal                                                                                                 ,1527,3,1.90E+12,9u8cb,Fijo,2014-12
25.6609487,-100.1521592,Restaurantes con servicio de preparación de antojitos,GORDITAS Y TACOS EL BUEN SABOR,,0 a 5 personas,CARRETERA,CARRETERA A REYNOSA,,,COLONIA,HACIENDA LA TRINIDAD,,,,67190,19,NuevoLeon,26,Guadalupe,1,Guadalupe                                                                                                     ,2313,5,1.90E+12,9u8cb,Semifijo,2014-12
25.67435371,-100.3750218,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,COMIDA LOS REGIOS,,0 a 5 personas,CALLE,AARON SAENZ GARZA,,PLANTA BAJA,COLONIA,SANTA MARIA,CENTRO Y PLAZA COMERCIAL,PLAZA GALIA,C,64650,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,3964,2,1.90E+12,9u8d5,Fijo,2021-05
25.66164196,-100.2841337,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",POLLOS WALDO,,0 a 5 personas,AVENIDA,JESUS CANTU LEAL,,,FRACCIONAMIENTO,LA FLORIDA,,,,64800,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,1794,16,1.90E+12,9u89v,Fijo,2019-11
24.85703103,-99.52928033,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",VENTA DE HAMBURGUESAS YFLAUTAS PREPARADAS,,0 a 5 personas,CALLE,JUAN ORDOÑEZ,,,FRACCIONAMIENTO,LAS BUGAMBILIAS,,,,67756,19,NuevoLeon,33,Linares,1,Linares                                                                                                       ,1146,17,1.90E+12,9u3jr,Fijo,2014-12
25.78611729,-100.2537143,Restaurantes con servicio de preparación de tacos y tortas,TACOS JAIRO,TACOS JAIRO ,0 a 5 personas,AVENIDA,METROPLEX,,,COLONIA,METROPLEX,,,,66612,19,NuevoLeon,6,Apodaca,1,Ciudad Apodaca                                                                                                ,901,23,1.90E+12,9u8dw,Fijo,2019-11
25.7711753,-100.3273023,Servicios de preparación de otros alimentos para consumo inmediato,TAMALES MITLA,,0 a 5 personas,CALLE,MEZQUITE,,,FRACCIONAMIENTO,LOS GIRASOLES 4T0 SECTOR,,,,66073,19,NuevoLeon,21,General Escobedo,1,Ciudad General Escobedo                                                                                       ,1060,31,1.90E+12,9u8ds,Fijo,2019-11
26.09210973,-99.60974492,Hoteles con otros servicios integrados,HOTEL Y RESTAURANT EL PASO,GRUPO REYNA MARTINEZ SA DE CV,6 a 10 personas,CALLE,JOSÉ MARIA MORELOS,,,COLONIA,CENTRO,,,,65900,19,NuevoLeon,11,Cerralvo,1,Ciudad Cerralvo                                                                                               ,016A,3,190110001016A,9u9hm,Fijo,2010-07
25.7242972,-100.3727106,Restaurantes con servicio de preparación de tacos y tortas,TACOS SIN NOMBRE,,0 a 5 personas,AVENIDA,LAS PALMAS,,,COLONIA,VALLE VERDE PRIMER SECTOR,,,,64367,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,353,28,1.90E+12,9u8d7,Fijo,2019-11
25.62176139,-100.2841642,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",LA BARRIGA FELIZ,LA BARRIGA FELIZ SA DE CV,0 a 5 personas,BOULEVARD,ACAPULCO,,,COLONIA,LAS BRISAS 10MO SECT,,,,64780,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,2260,41,1.90E+12,9u89v,Fijo,2019-11
25.79125697,-100.3971057,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",PUESTO DE TACOS Y HAMBURGUESAS SIN NOMBRE,,0 a 5 personas,CALLE,SAN FRANCISCO,,,COLONIA,BALCONES DE SAN BERNABE,,,,64103,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,4958,44,1.90E+12,9u8de,Fijo,2019-11
26.50039889,-100.4414857,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",COOPOERATIVA SIN NOMBRE,,0 a 5 personas,CALLE,JOSE MARIA DOMINGUEZ LECEA,,,BARRIO,BARRIO ESTACION,,,,65350,19,NuevoLeon,51,Villaldama,1,Ciudad de Villaldama                                                                                          ,146,21,1.91E+12,9u8wf,Fijo,2014-12
25.79912622,-100.3220085,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,RESTAURANT LA REGION,,0 a 5 personas,CALLE,CIRCUITO DE LA PAZ,,,COLONIA,INFONAVIT MONTERREAL,,,,66050,19,NuevoLeon,21,General Escobedo,1,Ciudad General Escobedo                                                                                       ,448,17,1.90E+12,9u8dv,Fijo,2019-11
25.68124877,-100.232859,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",COOPERATIVA,,0 a 5 personas,CALLE,LOS OLMOS,,,COLONIA,EL SABINO,,,,67150,19,NuevoLeon,26,Guadalupe,1,Guadalupe                                                                                                     ,478,7,1.90E+12,9u8dp,Fijo,2019-11
25.68560053,-100.363757,Restaurantes de autoservicio,COMA CON CHEPINA,,0 a 5 personas,BOULEVARD,PUERTA DEL SOL,,,COLONIA,COLINAS DE SAN JERONIMO,,,,64630,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,1421,35,1.90E+12,9u8dh,Fijo,2014-12
25.65034236,-100.0809472,Restaurantes con servicio de preparación de tacos y tortas,TACOS CHEKO S,,0 a 5 personas,AVENIDA,FLOR DE LOTO,,,FRACCIONAMIENTO,VILLAS DE SAN JOSE,,,,67450,19,NuevoLeon,31,Juárez,1,Ciudad Benito Juárez                                                                                          ,1071,5,1.90E+12,9u8cf,Fijo,2014-12
24.85900972,-99.56223412,Restaurantes que preparan otro tipo de alimentos para llevar,COMIDA CASERA PARA LLEVAR EL EDEN,,0 a 5 personas,CALLE,VENUSTIANO CARRANZA,,,COLONIA,CENTRO,,,,67700,19,NuevoLeon,33,Linares,1,Linares                                                                                                       ,612,28,1.90E+12,9u3jq,Fijo,2019-11
25.79691697,-100.3231734,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,COMIDAS EL PATIO,,0 a 5 personas,AVENIDA,LICENCIADO RAUL CABALLERO ESCAMILLA,,,FRACCIONAMIENTO,DEL VALLE,,,,66052,19,NuevoLeon,21,General Escobedo,1,Ciudad General Escobedo                                                                                       ,1516,22,1.90E+12,9u8dv,Fijo,2019-11
25.77912158,-100.3824515,Restaurantes con servicio de preparación de antojitos,TOSTADA TIPO SIBERIA,,0 a 5 personas,CALLE,PALMIN,,,COLONIA,BARRIO MODERNA,,,,64530,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,4322,13,1.90E+12,9u8de,Fijo,2014-12
25.70449522,-99.23937499,Servicios de preparación de otros alimentos para consumo inmediato,BIO SANO,,0 a 5 personas,CALLE,ALDAMA,,,COLONIA,CENTRO,,,,67050,19,NuevoLeon,13,China,1,China                                                                                                         ,569,27,1.90E+12,9u96j,Fijo,2019-11
25.7396547,-100.2799492,Servicios de preparación de otros alimentos para consumo inmediato,VILLARREAL TAMALES,,0 a 5 personas,AVENIDA,CORDILLERA DE LOS ANDES,,,RESIDENCIAL,LAS PUENTES,,,,66460,19,NuevoLeon,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,1746,1,1.90E+12,9u8dq,Fijo,2010-07
25.78145152,-100.1305961,Servicios de preparación de alimentos en unidades móviles,STARBUCKS,SERVICIOS INMOBILIARIOS ALSEA ,0 a 5 personas,OTRO (ESPECIFIQUE),SIN REFERENCIA,,,AEROPUERTO,AEROPUERTO INTERNACIONAL DE MONTERREY,,,,66620,19,NuevoLeon,6,Apodaca,1,Ciudad Apodaca                                                                                                ,3037,12,1.90E+12,9u8f9,Fijo,2020-11
25.66852024,-100.3150896,Restaurantes con servicio de preparación de tacos y tortas,TACOS CHAVA,,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,EDIFICIO SIN NOMBRE,PISO 2,COLONIA,CENTRO DE MONTERREY,EDIFICIO COMERCIAL Y DE SERVICIOS,SHOPTOWN INTER PLAZA,252,64000,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,1741,21,1.90E+12,9u8dj,Fijo,2014-12
25.7235407,-100.2270269,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",LITTLE CESAR PIZZA,PEQUEÑO CAESAR MEX SA DE CV,11 a 30 personas,AVENIDA,LOS ALCATRACES,,,COLONIA,LOS PINOS,,,,66470,19,NuevoLeon,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,682,45,1.90E+12,9u8dr,Fijo,2014-12
25.69058221,-100.2511747,Restaurantes con servicio de preparación de tacos y tortas,TACOS EL GUERO,,6 a 10 personas,AVENIDA,MIGUEL ALEMAN,,,COLONIA,LIBERTAD,,,,67130,19,NuevoLeon,26,Guadalupe,1,Guadalupe                                                                                                     ,181,14,1.90E+12,9u8dn,Fijo,2019-11
25.67059829,-100.3048153,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",ROMEOS PIZZA,OPERADORA RESTAURANTERA SANTA LUCIA SA DE CV,0 a 5 personas,CALLE,DOMINGO GAYOSO,,,COLONIA,MONTERREY CENTRO,,,,64000,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,1703,36,1.90E+12,9u8dj,Fijo,2010-07
25.77356538,-100.2477796,Servicios de preparación de otros alimentos para consumo inmediato,CLUB HERBALIFE DE MARICELA,,0 a 5 personas,CALLE,GUATEMALA,,,FRACCIONAMIENTO,JARDINES DE LOS PINOS I,,,,66636,19,NuevoLeon,6,Apodaca,1,Ciudad Apodaca                                                                                                ,1346,24,1.90E+12,9u8dw,Fijo,2019-11
25.80771368,-100.6352489,Restaurantes con servicio de preparación de tacos y tortas,ANTOJITOS ALGO MAS LOS RUBENS,,0 a 5 personas,CALLE,HACIENDA BARRANCA,,,FRACCIONAMIENTO,HACIENDA RENACIMIENTO,,,,66000,19,NuevoLeon,18,García,1,García                                                                                                        ,1084,26,1.90E+12,9u86v,Fijo,2019-11
25.73263154,-100.3844817,Servicios de preparación de otros alimentos para consumo inmediato,CLUB DE NUTRICION,,0 a 5 personas,CALLE,TITANIO,,,COLONIA,VALLE DE INFONAVIT,,,,64350,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,349A,18,190390001349A,9u8d7,Fijo,2014-12
25.74975799,-100.2881445,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",JUGOS Y SANDWICHS HAPPY MIX,,0 a 5 personas,CALLE,FRANCISCO I. MADERO,,,COLONIA,CENTRO,,,,66400,19,NuevoLeon,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,146,26,1.90E+12,9u8dm,Fijo,2019-11
25.65426993,-100.2094347,Restaurantes que preparan otro tipo de alimentos para llevar,COMIDA CHINA,,0 a 5 personas,AVENIDA,ELOY CAVAZOS,,,COLONIA,SAN EDUARDO,,,,67186,19,NuevoLeon,26,Guadalupe,1,Guadalupe                                                                                                     ,2046,8,1.90E+12,9u89z,Fijo,2014-12
25.68851674,-100.2780741,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",POLLOS PONCHO,,0 a 5 personas,CALLE,LUIS G URBINA,,,COLONIA,NUEVA MADERO,,,,64560,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,1347,28,1.90E+12,9u8dn,Fijo,2010-07
25.61368317,-100.2798295,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",LA CAFETERIA DE ARTES VISUALES,,0 a 5 personas,CALLE,TRIESTE,,,COLONIA,MEDEROS,,,,64930,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,2858,1,1.90E+12,9u89w,Fijo,2014-12
25.70714305,-100.2509438,Restaurantes con servicio de preparación de antojitos,TOSTI RIK,TOSTI RIK ,6 a 10 personas,AVENIDA,AVE. GUSTAVO SADA PAZ,,,COLONIA,INDUSTRIAS DEL VIDRIO 2 SECTOR,,,,66470,19,NuevoLeon,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,1286,23,1.90E+12,9u8dn,Fijo,2019-11
25.80674862,-100.6080198,Servicios de preparación de otros alimentos para consumo inmediato,HERBALIFE NUTRICION,,0 a 5 personas,CALLE,RIO SANTA CATARINA,,,COLONIA,MARTINEZ DOMINGUEZ,,,,66000,19,NuevoLeon,18,García,1,García                                                                                                        ,156,55,1.90E+12,9u86y,Fijo,2019-11
25.71757597,-100.3567398,Restaurantes que preparan otro tipo de alimentos para llevar,COMIDAS LA CANASTA,,0 a 5 personas,CALLE,NUEVA JERSEY,,,COLONIA,INDUSTRIAL LINCOLN,,,,64310,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,4676,6,1.90E+12,9u8dk,Fijo,2014-12
25.72877239,-100.3901169,Restaurantes que preparan otro tipo de alimentos para llevar,VENTA DE COMIDA SIN NOMBRE,,0 a 5 personas,AVENIDA,ALEJANDRO DE RODAS,,,COLONIA,VALLE DE INFONAVIT,,,,64350,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,3502,21,1.90E+12,9u8d7,Fijo,2010-07
